taxon_id,taxon,log2_fc,clr_difference,mean_rel_non_ebf,mean_rel_ebf,prevalence_non_ebf,prevalence_ebf,p_raw_dacomp (1e+03),p_raw_dacomp (1e+04),p_raw_dacomp (1e+05),p_raw_dacomp (1e+06),p_raw_dacomp (1e+07),p_raw_dacomp + permApprox(U) (1e+03),p_raw_dacomp + permApprox(C) (1e+03),p_adj_dacomp (1e+03),p_adj_dacomp (1e+04),p_adj_dacomp (1e+05),p_adj_dacomp (1e+06),p_adj_dacomp (1e+07),p_adj_dacomp + permApprox(U) (1e+03),p_adj_dacomp + permApprox(C) (1e+03)
Staphylococcus,Staphylococcus,0.898778128449645,0.6656465437323036,0.0019316773241116604,0.0036024502233629016,0.5754189944134078,0.664,0.08291708291708291,0.13808619138086192,0.7322326776732233,0.18641381358618642,0.17152388284761172,0.08201642787553291,0.08201642787553291,0.211988011988012,1,1,1,1,0.2815897357059963,0.2815897357059963
Turicibacter,Turicibacter,-1.4074640008120307,0.03874295903914238,1.1505474379827064e-5,3.7142356606629093e-6,0.055865921787709494,0.034666666666666665,NA,NA,1,0.32323467676532325,1,NA,NA,1,1,1,1,1,NA,NA
Granulicatella,Granulicatella,-3.639543413298311,-0.16732860639891822,2.8179209670198453e-4,2.1691098966585052e-5,0.0782122905027933,0.024,0.017982017982017984,0.010998900109989001,0.0032799672003279968,0.029012970987029013,0.03858419614158039,0.017982017982017984,0.017982017982017984,0.07751072456954809,0.04256416463616796,0.014127192061412719,0.0918001809270918,0.11871816743852809,0.10894987365575602,0.10894987365575602
Enterococcus,Enterococcus,-1.8604421746693096,-1.7278192364037954,0.05681543481577334,0.015645783696368355,0.94972067039106145,0.8773333333333333,9.99000999000999e-4,9.999000099990002e-5,9.99990000099999e-6,9.99999000001e-7,9.9999990000001e-8,0,2.2760238040254297e-96,0.006771006771006771,7.124287571242876e-4,6.999930000699992e-5,8.7999912000088e-6,9.799999020000097e-7,0,2.3443045181461925e-94
Dolosigranulum,Dolosigranulum,1.5447195598865977,0.22511584344621305,8.262969959594809e-6,2.6024469541723238e-5,0.0446927374301676,0.08266666666666667,0.5444555444555444,0.5660433956604339,0.5530544694553055,0.5621704378295622,1,0.5444555444555444,0.5444555444555444,1,1,1,1,1,0.7971095571095571,0.7971095571095571
Lactobacillus,Lactobacillus,0.4616036225977283,0.9881071624751221,0.009815409919719582,0.013516899774688899,0.441340782122905,0.5893333333333334,0.053946053946053944,0.1045895410458954,0.04821951780482195,0.15805784194215805,0.04171499582850042,0.04945006083296082,0.04945006083296082,0.1575347729193883,1,0.11180545337403769,1,0.11871816743852809,0.2037342506317986,0.2037342506317986
Leuconostoc,Leuconostoc,-5.11251158455052,-0.24218564898777462,2.7819857946122885e-4,7.070377767902799e-6,0.1005586592178771,0.008,0.030969030969030968,0.0347965203479652,0.01072989270107299,0.010556989443010556,0.033462896653710335,0.030969030969030968,0.030969030969030968,0.12497026782741068,0.11195034342719573,0.041141693846219435,0.04045413601645222,0.1109307369069263,0.15679558536701396,0.15679558536701396
Family_XIII_AD3011_group,Family_XIII_AD3011_group,-4.213595120695315,0.08570791417797008,9.060900029892686e-5,3.9376422772647284e-6,0.0111731843575419,0.013333333333333334,0.31868131868131866,0.3177682231776822,NA,0.32273067726932275,0.3231306676869332,0.31868131868131866,0.31868131868131866,1,1,1,1,1,0.6083565557249767,0.6083565557249767
Terrisporobacter,Terrisporobacter,-3.2033200714957197,-0.522149958018828,7.317200374332087e-4,7.855045004828684e-5,0.17318435754189945,0.056,9.99000999000999e-4,0.0059994000599940004,2.999970000299997e-5,0.01791998208001792,2.9429997057000293e-4,1.7148356596289937e-4,1.7148356699844667e-4,0.006771006771006771,0.028668561715257047,1.999980000199998e-4,0.0632358315010106,0.0016764998323500167,0.0019625341437976263,0.0019625341556488898
Paeniclostridium,Paeniclostridium,-3.3668279986447294,-0.03356533215414825,8.142399614728812e-5,6.989828340138571e-6,0.03910614525139665,0.008,0.11288711288711288,0.034396560343965606,0.7804521954780452,0.10416989583010416,0.17456738254326173,0.11288711288711288,0.11288711288711288,1,0.11195034342719573,1,1,1,0.3322106464963608,0.3322106464963608
