taxon_id,taxon,log2_fc,clr_difference,mean_rel_non_ebf,mean_rel_ebf,prevalence_non_ebf,prevalence_ebf,p_raw_dacomp (1e+03),p_raw_dacomp (1e+04),p_raw_dacomp (1e+05),p_raw_dacomp (1e+06),p_raw_dacomp (1e+07),p_raw_dacomp + permApprox(U) (1e+03),p_raw_dacomp + permApprox(C) (1e+03),p_adj_dacomp (1e+03),p_adj_dacomp (1e+04),p_adj_dacomp (1e+05),p_adj_dacomp (1e+06),p_adj_dacomp (1e+07),p_adj_dacomp + permApprox(U) (1e+03),p_adj_dacomp + permApprox(C) (1e+03)
Clostridium_sensu_strict1,Clostridium_sensu_strict1,-0.682699844944068,-0.6785595144934087,0.012953396078123937,0.008069566865253043,0.8435754189944135,0.7813333333333333,0.006993006993006993,0.008399160083991601,0.016569834301656983,0.009975990024009977,8.305999169400083e-4,0.0063884808375968645,0.0063884808375968645,0.03396603396603397,0.03470902909709029,0.05626807368289954,0.038327649172350826,0.0035277639329378925,0.05483446052270642,0.05483446052270642
Butyricicoccus,Butyricicoccus,0.16894391611224793,0.09985628761563003,1.4686238196834052e-5,1.663502143406884e-5,0.01675977653631285,0.016,NA,1,1,1,NA,NA,NA,1,1,1,1,1,NA,NA
Incertae_Sedis,Incertae_Sedis,0.6078280651722282,0.005075490323680709,6.849565702443647e-5,1.0490882382778833e-4,0.0893854748603352,0.04,0.30569430569430567,1,0.3086669133308667,0.9018740981259019,0.6234987376501262,0.30569430569430567,0.30569430569430567,1,1,1,1,1,0.6083565557249767,0.6083565557249767
UBA1819,UBA1819,-1.1336277863521838,0.02356522246996029,2.2014493711420695e-4,9.97908327630875e-5,0.05027932960893855,0.04,0.2137862137862138,1,0.9020709792902071,1,0.023608697639130236,0.2137862137862138,0.2137862137862138,1,1,1,1,0.09721504027849598,0.5242852385709529,0.5242852385709529
Faecalibacterium,Faecalibacterium,0.06918353877097735,0.10885008383109807,4.654109986573559e-4,4.883224071895797e-4,0.5754189944134078,0.6053333333333333,0.41858141858141856,0.6197380261973803,0.6252937470625294,0.9186810813189187,0.8353310164668983,0.41858141858141856,0.41858141858141856,1,1,1,1,1,0.7185647685647685,0.7185647685647685
Subdoligranulum,Subdoligranulum,-0.7406248150978697,0.18130374701050142,2.919895693584428e-4,1.743484271000451e-4,0.20670391061452514,0.25866666666666666,0.11988011988011989,0.16158384161583841,0.06827931720682794,0.6935743064256936,0.3904805609519439,0.11988011988011989,0.11988011988011989,1,1,0.14554880766981804,1,1,0.34299034299034303,0.34299034299034303
Ruminococcus,Ruminococcus,0.33294636033484165,0.12466540748011856,1.145783910199029e-5,1.4691684187697488e-5,0.0223463687150838,0.02666666666666667,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1
CAG-352,CAG-352,1.1540849395595854,0.23067283136510103,3.731170796802845e-5,8.426007257242213e-5,0.1564245810055866,0.18933333333333333,0.6343656343656343,0.6857314268573143,0.7189228107718922,0.7791092208907792,0.22417857758214224,0.6343656343656343,0.6343656343656343,1,1,1,1,1,0.8485670173981861,0.8485670173981861
Flavonifractor,Flavonifractor,0.8663580148502387,-0.10172844024226091,2.4450482052013647e-4,4.4656876822093164e-4,0.15083798882681565,0.08266666666666667,0.2957042957042957,0.12198780121987801,0.12306876931230688,0.5158994841005159,0.2596558740344126,0.2957042957042957,0.2957042957042957,1,1,1,1,1,0.6083565557249767,0.6083565557249767
[Eubacterium]_coprostanoligenegroup,[Eubacterium]_coprostanoligenegroup,3.09754115317196,0.16120755792532437,8.104295433326487e-7,1.4496528806393285e-5,0.0111731843575419,0.029333333333333333,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1
Clostridia_UCG-014,Clostridia_UCG-014,-0.44467691324756203,0.033157159560581295,2.8556365935049934e-5,2.071650566737322e-5,0.05027932960893855,0.018666666666666668,1,1,0.24329756702432975,1,0.7807902219209778,1,1,1,1,1,1,1,1,1
Monoglobus,Monoglobus,0.4794903099215003,0.08834541238833327,8.761405526414037e-6,1.260984945620135e-5,0.027932960893854747,0.013333333333333334,NA,1,1,1,0.5618342438165757,NA,NA,1,1,1,1,1,NA,NA
Epulopiscium,Epulopiscium,-5.130596272805091,-0.09879259492976589,2.743883698433095e-4,6.861080099687631e-6,0.055865921787709494,0.005333333333333333,0.1068931068931069,0.018198180181981802,0.003299967000329997,0.03343796656203344,0.03243619675638033,0.1068931068931069,0.1068931068931069,1,0.06461258636041158,0.014127192061412719,0.10621506045160621,0.1109307369069263,0.3298760063465946,0.3298760063465946
[Eubacterium]_hallii_group,[Eubacterium]_hallii_group,-2.469788799460463,0.09636750565392593,4.358984106764043e-4,7.78678411910557e-5,0.07262569832402235,0.07466666666666667,0.7982017982017982,0.7056294370562943,0.17594824051759483,0.8372781627218373,0.17451978254802175,0.7982017982017982,0.7982017982017982,1,1,1,1,1,1,1
Anaerostipes,Anaerostipes,-1.304113478396967,0.0425072517654681,0.002402288887460798,9.722596165750341e-4,0.8212290502793296,0.8426666666666667,0.6223776223776224,0.6681331866813318,0.8586914130858692,0.5248104751895248,0.6822387317761268,0.6223776223776224,0.6223776223776224,1,1,1,1,1,0.8434854619065146,0.8434854619065146
Lachnospiraceae_ND3007_group,Lachnospiraceae_ND3007_group,0.5644987869218164,0.11428176773202214,4.7400239086805956e-7,1.1798632781240335e-6,0.00558659217877095,0.010666666666666666,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA
[Eubacterium]_eligengroup,[Eubacterium]_eligengroup,0.9983315030259649,0.14656961827365678,1.7462841390523226e-5,3.5883002397922506e-5,0.0446927374301676,0.058666666666666666,1,0.5513448655134486,0.17914820851791483,0.3109206890793109,0.5620252437974756,1,1,1,1,1,1,1,1,1
Lachnospira,Lachnospira,0.6550306415215204,0.12968596765983642,3.2151415768680775e-6,5.6373701418400504e-6,0.00558659217877095,0.016,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,NA,NA
Hungatella,Hungatella,2.076169065368978,0.1630097795925054,5.794020138341164e-5,2.475425673581342e-4,0.061452513966480445,0.06666666666666667,0.5404595404595405,0.1004899510048995,0.4069159308406916,0.22358077641922358,0.0698236930176307,0.5404595404595405,0.5404595404595405,1,1,1,1,0.18312580168741985,0.7971095571095571,0.7971095571095571
Prevotella,Prevotella,0.3472542351391469,0.01657349464609459,2.3270029067440058e-4,2.9629882547618173e-4,0.11173184357541899,0.08533333333333333,0.4985014985014985,0.9107089291070893,0.955150448495515,0.9026160973839026,0.4470119552988045,0.4985014985014985,0.4985014985014985,1,1,1,1,1,0.7971095571095571,0.7971095571095571
Bacteroides,Bacteroides,1.0660501736169956,0.872640849891567,0.025985874949915742,0.05440754795923722,0.8659217877094972,0.9253333333333333,0.03496503496503497,0.06869313068693131,0.017549824501754983,0.0680959319040681,0.031453696854630314,0.03463093830023176,0.03463093830023176,0.12614658069203524,0.16891748325167483,0.05626807368289954,0.18210615122718213,0.1109307369069263,0.1621357565874487,0.1621357565874487
Bifidobacterium,Bifidobacterium,0.2943489516352461,0.3563332274171298,0.5602514936889293,0.6870542489782873,1,1,9.99000999000999e-4,9.999000099990002e-5,9.99990000099999e-6,9.99999000001e-7,9.9999990000001e-8,1.700087690723089e-6,1.7000872578473663e-6,0.006771006771006771,7.124287571242876e-4,6.999930000699992e-5,8.7999912000088e-6,9.799999020000097e-7,2.5015576020639736e-5,2.5015569651182674e-5
Scardovia,Scardovia,4.287592342006697,0.2872264705072095,2.3350398453563265e-6,6.413207752534204e-5,0.0111731843575419,0.06133333333333333,0.18681318681318682,0.1750824917508249,0.3115068849311507,0.10253489746510254,0.1805913819408618,0.18681318681318682,0.18681318681318682,1,1,1,1,1,0.4693111766282498,0.4693111766282498
[Ruminococcus]_torquegroup,[Ruminococcus]_torquegroup,-4.838248683349801,-0.3310792898866774,0.0039677243411921975,1.377372093755987e-4,0.13966480446927373,0.09066666666666667,0.002997002997002997,6.999300069993001e-4,9.99990000099999e-5,0.005696994303005697,6.204999379500062e-4,0.014982351485142617,0.014982351485142617,0.018163654527290893,0.0037632600376326,5.379946200537994e-4,0.02719118709452719,0.0029650304727277216,0.0964488876856056,0.0964488876856056
Sellimonas,Sellimonas,-2.083135547497757,-0.13041317451786527,9.361672980490037e-4,2.2017235430637133e-4,0.07262569832402235,0.04,0.04795204795204795,0.007999200079992,0.003229967700322997,0.003933996066003934,0.0017826998217300178,0.036256724233870975,0.036256724233870975,0.15342990342990342,0.03470902909709029,0.014127192061412719,0.02113972886027114,0.007759972557336078,0.16236706939516132,0.16236706939516132
uncultured18,uncultured18,-2.1215601868113225,-0.2181248005817551,0.0015583965567334788,3.573466238160928e-4,0.055865921787709494,0.010666666666666666,0.001998001998001998,0.0016998300169983002,6.399936000639994e-4,5.6999943000057e-4,6.338999366100063e-4,0.004913236352768089,0.004913236352768089,0.012787212787212787,0.00881578508815785,0.003321784963968542,0.0031872968127031874,0.0029650304727277216,0.05060633443351132,0.05060633443351132
Lachnoclostridium,Lachnoclostridium,-0.09527447718938592,-0.22603827523101944,0.0011179032696434952,0.0010463987891177263,0.22905027932960895,0.144,0.967032967032967,0.43845615438456154,0.1989280107198928,0.69001530998469,0.7320956267904373,0.967032967032967,0.967032967032967,1,1,1,1,1,1,1
[Ruminococcus]_gnavugroup,[Ruminococcus]_gnavugroup,-1.590142648550199,-0.8056086155381426,0.04106531726977792,0.013638709585776598,0.9720670391061452,0.976,9.99000999000999e-4,9.999000099990002e-5,9.99990000099999e-6,9.99999000001e-7,9.9999990000001e-8,2.8960020139171248e-8,2.8960025045557744e-8,0.006771006771006771,7.124287571242876e-4,6.999930000699992e-5,8.7999912000088e-6,9.799999020000097e-7,4.971470123891064e-7,4.97147096615408e-7
Dorea,Dorea,-1.8157819733388878,-0.1733724271246755,0.0013829466033468472,3.9211036472024883e-4,0.08379888268156424,0.02666666666666667,0.017982017982017984,0.0810918908109189,0.056999430005699944,0.02122897877102123,0.11734008826599117,0.011971158277391283,0.011971158588193793,0.07751072456954809,0.18922956189229562,0.12768955643776897,0.07215337784662215,1,0.08220195350475347,0.08220195563893071
Coprococcus,Coprococcus,-1.8046750500277615,0.08713249258348266,4.260523006588502e-5,1.1481801157519431e-5,0.0111731843575419,0.010666666666666666,0.32867132867132864,0.32216778322167783,NA,0.3224236775763224,1,0.32867132867132864,0.32867132867132864,1,1,1,1,1,0.6083565557249767,0.6083565557249767
Tyzzerella,Tyzzerella,-5.379944111778149,-0.3787954211480158,0.003458803979068329,8.208582588530293e-5,0.18435754189944134,0.112,0.03296703296703297,1.9998000199980003e-4,7.199928000719992e-4,3.23999676000324e-4,9.9599990040001e-5,0.040753943646868,0.040753943646868,0.12497026782741068,0.0012665400126654002,0.0034574654253457463,0.001883998116001884,6.798374320162568e-4,0.17490234148447517,0.17490234148447517
22_Lachnospiraceae(F),22_Lachnospiraceae(F),-0.7139548868753998,-0.11824023468723044,5.213177634148757e-4,3.1742925402334087e-4,0.10614525139664804,0.058666666666666666,0.059940059940059943,0.010998900109989001,0.024709752902470974,0.13983086016913984,0.12509738749026125,0.0797885972700148,0.0797885972700148,0.1633723419437705,0.04256416463616796,0.06749932500674993,1,1,0.2815897357059963,0.2815897357059963
Roseburia,Roseburia,-2.620506949134287,-0.1659264167019594,2.0947717167102685e-4,3.3225815403848285e-5,0.12849162011173185,0.06933333333333333,0.003996003996003996,0.3481651834816518,0.3935860641393586,0.10144189855810144,0.0397091960290804,0.010220766286599873,0.010220766286599873,0.02231102231102231,1,1,1,0.11871816743852809,0.07519563767998477,0.07519563767998477
Agathobacter,Agathobacter,-0.581139274864271,0.2489682555810901,3.361722110158776e-4,2.2437794800056644e-4,0.25139664804469275,0.2986666666666667,0.4875124875124875,0.4213578642135786,0.6044039559604404,0.9822710177289823,0.5696380430361957,0.4875124875124875,0.4875124875124875,1,1,1,1,1,0.7970442256156541,0.7970442256156541
Proteus,Proteus,5.18604788912379,0.19951377946792914,5.393214658187171e-5,0.001998781488220692,0.01675977653631285,0.04,0.33666333666333664,0.3077692230776922,0.3140468595314047,1,0.18411828158817184,0.33666333666333664,0.33666333666333664,1,1,1,1,1,0.6083565557249767,0.6083565557249767
Morganella,Morganella,2.655539773406034,0.09270039282739151,2.6673108917884396e-5,1.7336329960368225e-4,0.01675977653631285,0.008,0.5784215784215784,1,1,1,1,0.5784215784215784,0.5784215784215784,1,1,1,1,1,0.7971095571095571,0.7971095571095571
24_Enterobacteriaceae(F),24_Enterobacteriaceae(F),0.4140935537952052,-0.13715023717274777,0.02364658709800002,0.0315084929391874,0.7486033519553073,0.7493333333333333,0.14985014985014986,0.5063493650634937,0.01766982330176698,0.28687071312928686,0.11645868835413116,0.14985014985014986,0.14985014985014986,1,1,0.05626807368289954,1,1,0.4061727745938273,0.4061727745938273
Escherichia-Shigella,Escherichia-Shigella,0.8383445714755913,0.30771592250445945,0.03923074531374463,0.07014525535274205,0.9608938547486033,0.976,0.993006993006993,0.9577042295770423,0.6899231007689923,0.3303666696333304,0.6759085324091467,0.993006993006993,0.993006993006993,1,1,1,1,1,1,1
[Ruminococcus]_gauvreauii_group,[Ruminococcus]_gauvreauii_group,0.6165024665402922,0.06301239097642575,3.3625639525781877e-4,5.160659371363143e-4,0.0223463687150838,0.018666666666666668,0.973026973026973,0.9704029597040296,0.35180648193518066,0.5804534195465805,0.3621733637826636,0.973026973026973,0.973026973026973,1,1,1,1,1,1,1
Lachnoanaerobaculum,Lachnoanaerobaculum,0.5702345814766164,0.11445315193881267,1.8818360995826463e-6,3.2788492986698287e-6,0.01675977653631285,0.016,0.5584415584415584,1,NA,1,1,0.5584415584415584,0.5584415584415584,1,1,1,1,1,0.7971095571095571,0.7971095571095571
Fusicatenibacter,Fusicatenibacter,1.1375349938364383,0.3944901370144738,0.001032666140381945,0.0022731151144858193,0.4748603351955307,0.5706666666666667,0.3936063936063936,0.5508449155084492,0.958140418595814,0.45523754476245526,0.6900465309953469,0.3936063936063936,0.3936063936063936,1,1,1,1,1,0.6871433651094668,0.6871433651094668
Lachnospiraceae_NK4A136_group,Lachnospiraceae_NK4A136_group,-3.6384637589998436,0.13310977348689723,1.0832915177472e-4,7.779084901745185e-6,0.0111731843575419,0.032,0.3146853146853147,1,0.7816521834781652,1,0.3234186676581332,0.3146853146853147,0.3146853146853147,1,1,1,1,1,0.6083565557249767,0.6083565557249767
Blautia,Blautia,-1.6981459940729784,-0.39801795112809835,0.03472116541043264,0.010699742672333668,0.9888268156424581,0.992,9.99000999000999e-4,9.999000099990002e-5,9.99990000099999e-6,8.1999918000082e-5,2.0189997981000203e-4,7.124232412761629e-6,7.124233962243661e-6,0.006771006771006771,7.124287571242876e-4,6.999930000699992e-5,5.227494772505227e-4,0.001290610982050013,9.172449231430597e-5,9.172451226388714e-5
