SampleID,group,taxon_id,rarefied_count,taxon,taxon_plot
s021917,non-EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s025388,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s025388,EBF,Blautia,0,Blautia,Blautia
s025388,EBF,Enterococcus,0,Enterococcus,Enterococcus
s025388,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s025388,EBF,Lactococcus,0,Lactococcus,Lactococcus
s025388,EBF,Streptococcus,0,Streptococcus,Streptococcus
s025388,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s025388,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026814,EBF,Bifidobacterium,56,Bifidobacterium,Bifidobacterium
s026814,EBF,Blautia,0,Blautia,Blautia
s026814,EBF,Enterococcus,3,Enterococcus,Enterococcus
s026814,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s026814,EBF,Lactococcus,0,Lactococcus,Lactococcus
s026814,EBF,Streptococcus,3,Streptococcus,Streptococcus
s026814,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026814,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029982,EBF,Bifidobacterium,18,Bifidobacterium,Bifidobacterium
s029982,EBF,Blautia,29,Blautia,Blautia
s029982,EBF,Enterococcus,231,Enterococcus,Enterococcus
s029982,EBF,Intestinibacter,5,Intestinibacter,Intestinibacter
s029982,EBF,Lactococcus,0,Lactococcus,Lactococcus
s029982,EBF,Streptococcus,76,Streptococcus,Streptococcus
s029982,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029982,EBF,[Ruminococcus]_gnavugroup,15,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022566,non-EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s022566,non-EBF,Blautia,0,Blautia,Blautia
s022566,non-EBF,Enterococcus,0,Enterococcus,Enterococcus
s022566,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022566,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s022566,non-EBF,Streptococcus,6,Streptococcus,Streptococcus
s022566,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022566,non-EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026078,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s026078,EBF,Blautia,0,Blautia,Blautia
s026078,EBF,Enterococcus,0,Enterococcus,Enterococcus
s026078,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s026078,EBF,Lactococcus,0,Lactococcus,Lactococcus
s026078,EBF,Streptococcus,37,Streptococcus,Streptococcus
s026078,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026078,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029822,EBF,Bifidobacterium,59,Bifidobacterium,Bifidobacterium
s029822,EBF,Blautia,0,Blautia,Blautia
s029822,EBF,Enterococcus,0,Enterococcus,Enterococcus
s029822,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s029822,EBF,Lactococcus,0,Lactococcus,Lactococcus
s029822,EBF,Streptococcus,0,Streptococcus,Streptococcus
s029822,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029822,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s028124,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s028124,EBF,Blautia,1,Blautia,Blautia
s028124,EBF,Enterococcus,0,Enterococcus,Enterococcus
s028124,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s028124,EBF,Lactococcus,0,Lactococcus,Lactococcus
s028124,EBF,Streptococcus,0,Streptococcus,Streptococcus
s028124,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s028124,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s023281,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s023281,EBF,Blautia,0,Blautia,Blautia
s023281,EBF,Enterococcus,0,Enterococcus,Enterococcus
s023281,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s023281,EBF,Lactococcus,0,Lactococcus,Lactococcus
s023281,EBF,Streptococcus,1,Streptococcus,Streptococcus
s023281,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s023281,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s021012,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s021012,EBF,Blautia,0,Blautia,Blautia
s021012,EBF,Enterococcus,20,Enterococcus,Enterococcus
s021012,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s021012,EBF,Lactococcus,0,Lactococcus,Lactococcus
s021012,EBF,Streptococcus,0,Streptococcus,Streptococcus
s021012,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s021012,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022166,non-EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s022166,non-EBF,Blautia,0,Blautia,Blautia
s022166,non-EBF,Enterococcus,2,Enterococcus,Enterococcus
s022166,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022166,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s022166,non-EBF,Streptococcus,13,Streptococcus,Streptococcus
s022166,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022166,non-EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s028463,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s028463,EBF,Blautia,1,Blautia,Blautia
s028463,EBF,Enterococcus,1,Enterococcus,Enterococcus
s028463,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s028463,EBF,Lactococcus,0,Lactococcus,Lactococcus
s028463,EBF,Streptococcus,2,Streptococcus,Streptococcus
s028463,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s028463,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s023596,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s023596,EBF,Blautia,0,Blautia,Blautia
s023596,EBF,Enterococcus,6,Enterococcus,Enterococcus
s023596,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s023596,EBF,Lactococcus,0,Lactococcus,Lactococcus
s023596,EBF,Streptococcus,2,Streptococcus,Streptococcus
s023596,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s023596,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s027796,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s027796,EBF,Blautia,2,Blautia,Blautia
s027796,EBF,Enterococcus,0,Enterococcus,Enterococcus
s027796,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s027796,EBF,Lactococcus,0,Lactococcus,Lactococcus
s027796,EBF,Streptococcus,8,Streptococcus,Streptococcus
s027796,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s027796,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s023389,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s023389,EBF,Blautia,0,Blautia,Blautia
s023389,EBF,Enterococcus,0,Enterococcus,Enterococcus
s023389,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s023389,EBF,Lactococcus,0,Lactococcus,Lactococcus
s023389,EBF,Streptococcus,22,Streptococcus,Streptococcus
s023389,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s023389,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s027652,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s027652,EBF,Blautia,2,Blautia,Blautia
s027652,EBF,Enterococcus,1,Enterococcus,Enterococcus
s027652,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s027652,EBF,Lactococcus,0,Lactococcus,Lactococcus
s027652,EBF,Streptococcus,1,Streptococcus,Streptococcus
s027652,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s027652,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022926,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s022926,EBF,Blautia,1,Blautia,Blautia
s022926,EBF,Enterococcus,0,Enterococcus,Enterococcus
s022926,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022926,EBF,Lactococcus,0,Lactococcus,Lactococcus
s022926,EBF,Streptococcus,1,Streptococcus,Streptococcus
s022926,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022926,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026039,non-EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s026039,non-EBF,Blautia,0,Blautia,Blautia
s026039,non-EBF,Enterococcus,15,Enterococcus,Enterococcus
s026039,non-EBF,Intestinibacter,1,Intestinibacter,Intestinibacter
s026039,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s026039,non-EBF,Streptococcus,0,Streptococcus,Streptococcus
s026039,non-EBF,[Clostridium]_innocuum_group,2,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026039,non-EBF,[Ruminococcus]_gnavugroup,6,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s027160,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s027160,EBF,Blautia,2,Blautia,Blautia
s027160,EBF,Enterococcus,7,Enterococcus,Enterococcus
s027160,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s027160,EBF,Lactococcus,0,Lactococcus,Lactococcus
s027160,EBF,Streptococcus,2,Streptococcus,Streptococcus
s027160,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s027160,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024591,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s024591,EBF,Blautia,0,Blautia,Blautia
s024591,EBF,Enterococcus,0,Enterococcus,Enterococcus
s024591,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024591,EBF,Lactococcus,0,Lactococcus,Lactococcus
s024591,EBF,Streptococcus,28,Streptococcus,Streptococcus
s024591,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024591,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022818,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s022818,EBF,Blautia,0,Blautia,Blautia
s022818,EBF,Enterococcus,0,Enterococcus,Enterococcus
s022818,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022818,EBF,Lactococcus,0,Lactococcus,Lactococcus
s022818,EBF,Streptococcus,7,Streptococcus,Streptococcus
s022818,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022818,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s027919,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s027919,EBF,Blautia,0,Blautia,Blautia
s027919,EBF,Enterococcus,2,Enterococcus,Enterococcus
s027919,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s027919,EBF,Lactococcus,0,Lactococcus,Lactococcus
s027919,EBF,Streptococcus,10,Streptococcus,Streptococcus
s027919,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s027919,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024317,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s024317,EBF,Blautia,0,Blautia,Blautia
s024317,EBF,Enterococcus,1,Enterococcus,Enterococcus
s024317,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024317,EBF,Lactococcus,0,Lactococcus,Lactococcus
s024317,EBF,Streptococcus,0,Streptococcus,Streptococcus
s024317,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024317,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024338,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s024338,EBF,Blautia,0,Blautia,Blautia
s024338,EBF,Enterococcus,2,Enterococcus,Enterococcus
s024338,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024338,EBF,Lactococcus,0,Lactococcus,Lactococcus
s024338,EBF,Streptococcus,1,Streptococcus,Streptococcus
s024338,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024338,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026876,EBF,Bifidobacterium,58,Bifidobacterium,Bifidobacterium
s026876,EBF,Blautia,1,Blautia,Blautia
s026876,EBF,Enterococcus,10,Enterococcus,Enterococcus
s026876,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s026876,EBF,Lactococcus,0,Lactococcus,Lactococcus
s026876,EBF,Streptococcus,4,Streptococcus,Streptococcus
s026876,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026876,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s027715,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s027715,EBF,Blautia,0,Blautia,Blautia
s027715,EBF,Enterococcus,1,Enterococcus,Enterococcus
s027715,EBF,Intestinibacter,1,Intestinibacter,Intestinibacter
s027715,EBF,Lactococcus,0,Lactococcus,Lactococcus
s027715,EBF,Streptococcus,30,Streptococcus,Streptococcus
s027715,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s027715,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026632,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s026632,EBF,Blautia,0,Blautia,Blautia
s026632,EBF,Enterococcus,0,Enterococcus,Enterococcus
s026632,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s026632,EBF,Lactococcus,0,Lactococcus,Lactococcus
s026632,EBF,Streptococcus,0,Streptococcus,Streptococcus
s026632,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026632,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026120,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s026120,EBF,Blautia,0,Blautia,Blautia
s026120,EBF,Enterococcus,0,Enterococcus,Enterococcus
s026120,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s026120,EBF,Lactococcus,0,Lactococcus,Lactococcus
s026120,EBF,Streptococcus,19,Streptococcus,Streptococcus
s026120,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026120,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s025005,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s025005,EBF,Blautia,1,Blautia,Blautia
s025005,EBF,Enterococcus,13,Enterococcus,Enterococcus
s025005,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s025005,EBF,Lactococcus,0,Lactococcus,Lactococcus
s025005,EBF,Streptococcus,1,Streptococcus,Streptococcus
s025005,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s025005,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026064,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s026064,EBF,Blautia,0,Blautia,Blautia
s026064,EBF,Enterococcus,0,Enterococcus,Enterococcus
s026064,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s026064,EBF,Lactococcus,0,Lactococcus,Lactococcus
s026064,EBF,Streptococcus,8,Streptococcus,Streptococcus
s026064,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026064,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024949,EBF,Bifidobacterium,55,Bifidobacterium,Bifidobacterium
s024949,EBF,Blautia,0,Blautia,Blautia
s024949,EBF,Enterococcus,1,Enterococcus,Enterococcus
s024949,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024949,EBF,Lactococcus,0,Lactococcus,Lactococcus
s024949,EBF,Streptococcus,4,Streptococcus,Streptococcus
s024949,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024949,EBF,[Ruminococcus]_gnavugroup,12,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022845,EBF,Bifidobacterium,50,Bifidobacterium,Bifidobacterium
s022845,EBF,Blautia,1,Blautia,Blautia
s022845,EBF,Enterococcus,0,Enterococcus,Enterococcus
s022845,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022845,EBF,Lactococcus,0,Lactococcus,Lactococcus
s022845,EBF,Streptococcus,1,Streptococcus,Streptococcus
s022845,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022845,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s021451,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s021451,EBF,Blautia,1,Blautia,Blautia
s021451,EBF,Enterococcus,1,Enterococcus,Enterococcus
s021451,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s021451,EBF,Lactococcus,0,Lactococcus,Lactococcus
s021451,EBF,Streptococcus,3,Streptococcus,Streptococcus
s021451,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s021451,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s023466,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s023466,EBF,Blautia,0,Blautia,Blautia
s023466,EBF,Enterococcus,2,Enterococcus,Enterococcus
s023466,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s023466,EBF,Lactococcus,0,Lactococcus,Lactococcus
s023466,EBF,Streptococcus,4,Streptococcus,Streptococcus
s023466,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s023466,EBF,[Ruminococcus]_gnavugroup,2,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024571,EBF,Bifidobacterium,50,Bifidobacterium,Bifidobacterium
s024571,EBF,Blautia,0,Blautia,Blautia
s024571,EBF,Enterococcus,8,Enterococcus,Enterococcus
s024571,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024571,EBF,Lactococcus,0,Lactococcus,Lactococcus
s024571,EBF,Streptococcus,7,Streptococcus,Streptococcus
s024571,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024571,EBF,[Ruminococcus]_gnavugroup,14,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s023453,EBF,Bifidobacterium,57,Bifidobacterium,Bifidobacterium
s023453,EBF,Blautia,0,Blautia,Blautia
s023453,EBF,Enterococcus,0,Enterococcus,Enterococcus
s023453,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s023453,EBF,Lactococcus,0,Lactococcus,Lactococcus
s023453,EBF,Streptococcus,5,Streptococcus,Streptococcus
s023453,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s023453,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022954,EBF,Bifidobacterium,54,Bifidobacterium,Bifidobacterium
s022954,EBF,Blautia,1,Blautia,Blautia
s022954,EBF,Enterococcus,10,Enterococcus,Enterococcus
s022954,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022954,EBF,Lactococcus,0,Lactococcus,Lactococcus
s022954,EBF,Streptococcus,6,Streptococcus,Streptococcus
s022954,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022954,EBF,[Ruminococcus]_gnavugroup,4,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s025288,non-EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s025288,non-EBF,Blautia,0,Blautia,Blautia
s025288,non-EBF,Enterococcus,1,Enterococcus,Enterococcus
s025288,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s025288,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s025288,non-EBF,Streptococcus,6,Streptococcus,Streptococcus
s025288,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s025288,non-EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024754,non-EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s024754,non-EBF,Blautia,2,Blautia,Blautia
s024754,non-EBF,Enterococcus,0,Enterococcus,Enterococcus
s024754,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024754,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s024754,non-EBF,Streptococcus,16,Streptococcus,Streptococcus
s024754,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024754,non-EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s027860,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s027860,EBF,Blautia,1,Blautia,Blautia
s027860,EBF,Enterococcus,1,Enterococcus,Enterococcus
s027860,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s027860,EBF,Lactococcus,0,Lactococcus,Lactococcus
s027860,EBF,Streptococcus,7,Streptococcus,Streptococcus
s027860,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s027860,EBF,[Ruminococcus]_gnavugroup,2,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s027305,non-EBF,Bifidobacterium,50,Bifidobacterium,Bifidobacterium
s027305,non-EBF,Blautia,1,Blautia,Blautia
s027305,non-EBF,Enterococcus,4,Enterococcus,Enterococcus
s027305,non-EBF,Intestinibacter,1,Intestinibacter,Intestinibacter
s027305,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s027305,non-EBF,Streptococcus,44,Streptococcus,Streptococcus
s027305,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s027305,non-EBF,[Ruminococcus]_gnavugroup,2,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029004,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s029004,EBF,Blautia,0,Blautia,Blautia
s029004,EBF,Enterococcus,0,Enterococcus,Enterococcus
s029004,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s029004,EBF,Lactococcus,0,Lactococcus,Lactococcus
s029004,EBF,Streptococcus,2,Streptococcus,Streptococcus
s029004,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029004,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s023952,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s023952,EBF,Blautia,0,Blautia,Blautia
s023952,EBF,Enterococcus,0,Enterococcus,Enterococcus
s023952,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s023952,EBF,Lactococcus,0,Lactococcus,Lactococcus
s023952,EBF,Streptococcus,5,Streptococcus,Streptococcus
s023952,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s023952,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029636,EBF,Bifidobacterium,59,Bifidobacterium,Bifidobacterium
s029636,EBF,Blautia,3,Blautia,Blautia
s029636,EBF,Enterococcus,2,Enterococcus,Enterococcus
s029636,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s029636,EBF,Lactococcus,0,Lactococcus,Lactococcus
s029636,EBF,Streptococcus,7,Streptococcus,Streptococcus
s029636,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029636,EBF,[Ruminococcus]_gnavugroup,4,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024605,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s024605,EBF,Blautia,0,Blautia,Blautia
s024605,EBF,Enterococcus,0,Enterococcus,Enterococcus
s024605,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024605,EBF,Lactococcus,0,Lactococcus,Lactococcus
s024605,EBF,Streptococcus,1,Streptococcus,Streptococcus
s024605,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024605,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s023923,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s023923,EBF,Blautia,0,Blautia,Blautia
s023923,EBF,Enterococcus,2,Enterococcus,Enterococcus
s023923,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s023923,EBF,Lactococcus,0,Lactococcus,Lactococcus
s023923,EBF,Streptococcus,22,Streptococcus,Streptococcus
s023923,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s023923,EBF,[Ruminococcus]_gnavugroup,2,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s025710,non-EBF,Bifidobacterium,34,Bifidobacterium,Bifidobacterium
s025710,non-EBF,Blautia,0,Blautia,Blautia
s025710,non-EBF,Enterococcus,30,Enterococcus,Enterococcus
s025710,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s025710,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s025710,non-EBF,Streptococcus,2,Streptococcus,Streptococcus
s025710,non-EBF,[Clostridium]_innocuum_group,3,[Clostridium]_innocuum_group,[Clostridium]_inn...
s025710,non-EBF,[Ruminococcus]_gnavugroup,6,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022929,non-EBF,Bifidobacterium,47,Bifidobacterium,Bifidobacterium
