SampleID,group,taxon_id,rarefied_count,taxon,taxon_plot
s028708,non-EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026387,non-EBF,Bifidobacterium,56,Bifidobacterium,Bifidobacterium
s026387,non-EBF,Blautia,0,Blautia,Blautia
s026387,non-EBF,Enterococcus,0,Enterococcus,Enterococcus
s026387,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s026387,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s026387,non-EBF,Streptococcus,5,Streptococcus,Streptococcus
s026387,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026387,non-EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029185,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s029185,EBF,Blautia,0,Blautia,Blautia
s029185,EBF,Enterococcus,0,Enterococcus,Enterococcus
s029185,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s029185,EBF,Lactococcus,0,Lactococcus,Lactococcus
s029185,EBF,Streptococcus,12,Streptococcus,Streptococcus
s029185,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029185,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022273,non-EBF,Bifidobacterium,59,Bifidobacterium,Bifidobacterium
s022273,non-EBF,Blautia,2,Blautia,Blautia
s022273,non-EBF,Enterococcus,8,Enterococcus,Enterococcus
s022273,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022273,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s022273,non-EBF,Streptococcus,3,Streptococcus,Streptococcus
s022273,non-EBF,[Clostridium]_innocuum_group,2,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022273,non-EBF,[Ruminococcus]_gnavugroup,29,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022822,EBF,Bifidobacterium,59,Bifidobacterium,Bifidobacterium
s022822,EBF,Blautia,0,Blautia,Blautia
s022822,EBF,Enterococcus,4,Enterococcus,Enterococcus
s022822,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022822,EBF,Lactococcus,0,Lactococcus,Lactococcus
s022822,EBF,Streptococcus,20,Streptococcus,Streptococcus
s022822,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022822,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s023038,non-EBF,Bifidobacterium,51,Bifidobacterium,Bifidobacterium
s023038,non-EBF,Blautia,0,Blautia,Blautia
s023038,non-EBF,Enterococcus,13,Enterococcus,Enterococcus
s023038,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s023038,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s023038,non-EBF,Streptococcus,3,Streptococcus,Streptococcus
s023038,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s023038,non-EBF,[Ruminococcus]_gnavugroup,2,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022137,non-EBF,Bifidobacterium,3,Bifidobacterium,Bifidobacterium
s022137,non-EBF,Blautia,59,Blautia,Blautia
s022137,non-EBF,Enterococcus,3,Enterococcus,Enterococcus
s022137,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022137,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s022137,non-EBF,Streptococcus,1,Streptococcus,Streptococcus
s022137,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022137,non-EBF,[Ruminococcus]_gnavugroup,4,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s023934,EBF,Bifidobacterium,59,Bifidobacterium,Bifidobacterium
s023934,EBF,Blautia,1,Blautia,Blautia
s023934,EBF,Enterococcus,0,Enterococcus,Enterococcus
s023934,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s023934,EBF,Lactococcus,0,Lactococcus,Lactococcus
s023934,EBF,Streptococcus,32,Streptococcus,Streptococcus
s023934,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s023934,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022375,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s022375,EBF,Blautia,0,Blautia,Blautia
s022375,EBF,Enterococcus,10,Enterococcus,Enterococcus
s022375,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022375,EBF,Lactococcus,0,Lactococcus,Lactococcus
s022375,EBF,Streptococcus,4,Streptococcus,Streptococcus
s022375,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022375,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029307,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s029307,EBF,Blautia,0,Blautia,Blautia
s029307,EBF,Enterococcus,1,Enterococcus,Enterococcus
s029307,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s029307,EBF,Lactococcus,0,Lactococcus,Lactococcus
s029307,EBF,Streptococcus,1,Streptococcus,Streptococcus
s029307,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029307,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s021611,non-EBF,Bifidobacterium,55,Bifidobacterium,Bifidobacterium
s021611,non-EBF,Blautia,6,Blautia,Blautia
s021611,non-EBF,Enterococcus,7,Enterococcus,Enterococcus
s021611,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s021611,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s021611,non-EBF,Streptococcus,1,Streptococcus,Streptococcus
s021611,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s021611,non-EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026264,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s026264,EBF,Blautia,1,Blautia,Blautia
s026264,EBF,Enterococcus,3,Enterococcus,Enterococcus
s026264,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s026264,EBF,Lactococcus,0,Lactococcus,Lactococcus
s026264,EBF,Streptococcus,2,Streptococcus,Streptococcus
s026264,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026264,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s028248,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s028248,EBF,Blautia,1,Blautia,Blautia
s028248,EBF,Enterococcus,5,Enterococcus,Enterococcus
s028248,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s028248,EBF,Lactococcus,0,Lactococcus,Lactococcus
s028248,EBF,Streptococcus,17,Streptococcus,Streptococcus
s028248,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s028248,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024616,EBF,Bifidobacterium,18,Bifidobacterium,Bifidobacterium
s024616,EBF,Blautia,44,Blautia,Blautia
s024616,EBF,Enterococcus,0,Enterococcus,Enterococcus
s024616,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024616,EBF,Lactococcus,0,Lactococcus,Lactococcus
s024616,EBF,Streptococcus,1,Streptococcus,Streptococcus
s024616,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024616,EBF,[Ruminococcus]_gnavugroup,2,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s028451,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s028451,EBF,Blautia,0,Blautia,Blautia
s028451,EBF,Enterococcus,2,Enterococcus,Enterococcus
s028451,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s028451,EBF,Lactococcus,0,Lactococcus,Lactococcus
s028451,EBF,Streptococcus,14,Streptococcus,Streptococcus
s028451,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s028451,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s021820,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s021820,EBF,Blautia,0,Blautia,Blautia
s021820,EBF,Enterococcus,1,Enterococcus,Enterococcus
s021820,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s021820,EBF,Lactococcus,0,Lactococcus,Lactococcus
s021820,EBF,Streptococcus,1,Streptococcus,Streptococcus
s021820,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s021820,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022654,non-EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s022654,non-EBF,Blautia,0,Blautia,Blautia
s022654,non-EBF,Enterococcus,30,Enterococcus,Enterococcus
s022654,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022654,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s022654,non-EBF,Streptococcus,5,Streptococcus,Streptococcus
s022654,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022654,non-EBF,[Ruminococcus]_gnavugroup,2,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026209,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s026209,EBF,Blautia,1,Blautia,Blautia
s026209,EBF,Enterococcus,0,Enterococcus,Enterococcus
s026209,EBF,Intestinibacter,1,Intestinibacter,Intestinibacter
s026209,EBF,Lactococcus,0,Lactococcus,Lactococcus
s026209,EBF,Streptococcus,9,Streptococcus,Streptococcus
s026209,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026209,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026788,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s026788,EBF,Blautia,1,Blautia,Blautia
s026788,EBF,Enterococcus,1,Enterococcus,Enterococcus
s026788,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s026788,EBF,Lactococcus,0,Lactococcus,Lactococcus
s026788,EBF,Streptococcus,0,Streptococcus,Streptococcus
s026788,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026788,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s028068,EBF,Bifidobacterium,28,Bifidobacterium,Bifidobacterium
s028068,EBF,Blautia,13,Blautia,Blautia
s028068,EBF,Enterococcus,18,Enterococcus,Enterococcus
s028068,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s028068,EBF,Lactococcus,0,Lactococcus,Lactococcus
s028068,EBF,Streptococcus,45,Streptococcus,Streptococcus
s028068,EBF,[Clostridium]_innocuum_group,55,[Clostridium]_innocuum_group,[Clostridium]_inn...
s028068,EBF,[Ruminococcus]_gnavugroup,4,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029427,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s029427,EBF,Blautia,0,Blautia,Blautia
s029427,EBF,Enterococcus,0,Enterococcus,Enterococcus
s029427,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s029427,EBF,Lactococcus,0,Lactococcus,Lactococcus
s029427,EBF,Streptococcus,20,Streptococcus,Streptococcus
s029427,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029427,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s028978,EBF,Bifidobacterium,59,Bifidobacterium,Bifidobacterium
s028978,EBF,Blautia,0,Blautia,Blautia
s028978,EBF,Enterococcus,1,Enterococcus,Enterococcus
s028978,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s028978,EBF,Lactococcus,0,Lactococcus,Lactococcus
s028978,EBF,Streptococcus,0,Streptococcus,Streptococcus
s028978,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s028978,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s023919,non-EBF,Bifidobacterium,56,Bifidobacterium,Bifidobacterium
s023919,non-EBF,Blautia,1,Blautia,Blautia
s023919,non-EBF,Enterococcus,57,Enterococcus,Enterococcus
s023919,non-EBF,Intestinibacter,2,Intestinibacter,Intestinibacter
s023919,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s023919,non-EBF,Streptococcus,1,Streptococcus,Streptococcus
s023919,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s023919,non-EBF,[Ruminococcus]_gnavugroup,14,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022548,non-EBF,Bifidobacterium,48,Bifidobacterium,Bifidobacterium
s022548,non-EBF,Blautia,13,Blautia,Blautia
s022548,non-EBF,Enterococcus,5,Enterococcus,Enterococcus
s022548,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022548,non-EBF,Lactococcus,2,Lactococcus,Lactococcus
s022548,non-EBF,Streptococcus,75,Streptococcus,Streptococcus
s022548,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022548,non-EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026169,non-EBF,Bifidobacterium,51,Bifidobacterium,Bifidobacterium
s026169,non-EBF,Blautia,1,Blautia,Blautia
s026169,non-EBF,Enterococcus,9,Enterococcus,Enterococcus
s026169,non-EBF,Intestinibacter,3,Intestinibacter,Intestinibacter
s026169,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s026169,non-EBF,Streptococcus,4,Streptococcus,Streptococcus
s026169,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026169,non-EBF,[Ruminococcus]_gnavugroup,2,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029487,non-EBF,Bifidobacterium,46,Bifidobacterium,Bifidobacterium
s029487,non-EBF,Blautia,1,Blautia,Blautia
s029487,non-EBF,Enterococcus,1,Enterococcus,Enterococcus
s029487,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s029487,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s029487,non-EBF,Streptococcus,2,Streptococcus,Streptococcus
s029487,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029487,non-EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024748,EBF,Bifidobacterium,50,Bifidobacterium,Bifidobacterium
s024748,EBF,Blautia,2,Blautia,Blautia
s024748,EBF,Enterococcus,9,Enterococcus,Enterococcus
s024748,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024748,EBF,Lactococcus,0,Lactococcus,Lactococcus
s024748,EBF,Streptococcus,53,Streptococcus,Streptococcus
s024748,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024748,EBF,[Ruminococcus]_gnavugroup,48,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s021452,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s021452,EBF,Blautia,0,Blautia,Blautia
s021452,EBF,Enterococcus,0,Enterococcus,Enterococcus
s021452,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s021452,EBF,Lactococcus,0,Lactococcus,Lactococcus
s021452,EBF,Streptococcus,6,Streptococcus,Streptococcus
s021452,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s021452,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029417,EBF,Bifidobacterium,49,Bifidobacterium,Bifidobacterium
s029417,EBF,Blautia,1,Blautia,Blautia
s029417,EBF,Enterococcus,3,Enterococcus,Enterococcus
s029417,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s029417,EBF,Lactococcus,0,Lactococcus,Lactococcus
s029417,EBF,Streptococcus,5,Streptococcus,Streptococcus
s029417,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029417,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s025469,non-EBF,Bifidobacterium,30,Bifidobacterium,Bifidobacterium
s025469,non-EBF,Blautia,0,Blautia,Blautia
s025469,non-EBF,Enterococcus,3,Enterococcus,Enterococcus
s025469,non-EBF,Intestinibacter,1,Intestinibacter,Intestinibacter
s025469,non-EBF,Lactococcus,2,Lactococcus,Lactococcus
s025469,non-EBF,Streptococcus,6,Streptococcus,Streptococcus
s025469,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s025469,non-EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024565,non-EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s024565,non-EBF,Blautia,1,Blautia,Blautia
s024565,non-EBF,Enterococcus,76,Enterococcus,Enterococcus
s024565,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024565,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s024565,non-EBF,Streptococcus,1,Streptococcus,Streptococcus
s024565,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024565,non-EBF,[Ruminococcus]_gnavugroup,4,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s022573,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s022573,EBF,Blautia,0,Blautia,Blautia
s022573,EBF,Enterococcus,1,Enterococcus,Enterococcus
s022573,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s022573,EBF,Lactococcus,0,Lactococcus,Lactococcus
s022573,EBF,Streptococcus,18,Streptococcus,Streptococcus
s022573,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s022573,EBF,[Ruminococcus]_gnavugroup,2,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024580,EBF,Bifidobacterium,52,Bifidobacterium,Bifidobacterium
s024580,EBF,Blautia,1,Blautia,Blautia
s024580,EBF,Enterococcus,0,Enterococcus,Enterococcus
s024580,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024580,EBF,Lactococcus,0,Lactococcus,Lactococcus
s024580,EBF,Streptococcus,18,Streptococcus,Streptococcus
s024580,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024580,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024715,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s024715,EBF,Blautia,0,Blautia,Blautia
s024715,EBF,Enterococcus,3,Enterococcus,Enterococcus
s024715,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024715,EBF,Lactococcus,0,Lactococcus,Lactococcus
s024715,EBF,Streptococcus,6,Streptococcus,Streptococcus
s024715,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024715,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s028095,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s028095,EBF,Blautia,1,Blautia,Blautia
s028095,EBF,Enterococcus,0,Enterococcus,Enterococcus
s028095,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s028095,EBF,Lactococcus,0,Lactococcus,Lactococcus
s028095,EBF,Streptococcus,8,Streptococcus,Streptococcus
s028095,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s028095,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029502,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s029502,EBF,Blautia,2,Blautia,Blautia
s029502,EBF,Enterococcus,0,Enterococcus,Enterococcus
s029502,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s029502,EBF,Lactococcus,0,Lactococcus,Lactococcus
s029502,EBF,Streptococcus,1,Streptococcus,Streptococcus
s029502,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029502,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s021701,non-EBF,Bifidobacterium,51,Bifidobacterium,Bifidobacterium
s021701,non-EBF,Blautia,0,Blautia,Blautia
s021701,non-EBF,Enterococcus,52,Enterococcus,Enterococcus
s021701,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s021701,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s021701,non-EBF,Streptococcus,4,Streptococcus,Streptococcus
s021701,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s021701,non-EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s027687,EBF,Bifidobacterium,57,Bifidobacterium,Bifidobacterium
s027687,EBF,Blautia,0,Blautia,Blautia
s027687,EBF,Enterococcus,0,Enterococcus,Enterococcus
s027687,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s027687,EBF,Lactococcus,0,Lactococcus,Lactococcus
s027687,EBF,Streptococcus,2,Streptococcus,Streptococcus
s027687,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s027687,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029774,EBF,Bifidobacterium,55,Bifidobacterium,Bifidobacterium
s029774,EBF,Blautia,1,Blautia,Blautia
s029774,EBF,Enterococcus,62,Enterococcus,Enterococcus
s029774,EBF,Intestinibacter,1,Intestinibacter,Intestinibacter
s029774,EBF,Lactococcus,0,Lactococcus,Lactococcus
s029774,EBF,Streptococcus,39,Streptococcus,Streptococcus
s029774,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029774,EBF,[Ruminococcus]_gnavugroup,1,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029041,non-EBF,Bifidobacterium,54,Bifidobacterium,Bifidobacterium
s029041,non-EBF,Blautia,3,Blautia,Blautia
s029041,non-EBF,Enterococcus,58,Enterococcus,Enterococcus
s029041,non-EBF,Intestinibacter,2,Intestinibacter,Intestinibacter
s029041,non-EBF,Lactococcus,8,Lactococcus,Lactococcus
s029041,non-EBF,Streptococcus,41,Streptococcus,Streptococcus
s029041,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029041,non-EBF,[Ruminococcus]_gnavugroup,8,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029387,non-EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s029387,non-EBF,Blautia,0,Blautia,Blautia
s029387,non-EBF,Enterococcus,1,Enterococcus,Enterococcus
s029387,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s029387,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s029387,non-EBF,Streptococcus,1,Streptococcus,Streptococcus
s029387,non-EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029387,non-EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s027437,non-EBF,Bifidobacterium,39,Bifidobacterium,Bifidobacterium
s027437,non-EBF,Blautia,2,Blautia,Blautia
s027437,non-EBF,Enterococcus,13,Enterococcus,Enterococcus
s027437,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s027437,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s027437,non-EBF,Streptococcus,24,Streptococcus,Streptococcus
s027437,non-EBF,[Clostridium]_innocuum_group,4,[Clostridium]_innocuum_group,[Clostridium]_inn...
s027437,non-EBF,[Ruminococcus]_gnavugroup,3,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s026969,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s026969,EBF,Blautia,0,Blautia,Blautia
s026969,EBF,Enterococcus,4,Enterococcus,Enterococcus
s026969,EBF,Intestinibacter,2,Intestinibacter,Intestinibacter
s026969,EBF,Lactococcus,0,Lactococcus,Lactococcus
s026969,EBF,Streptococcus,3,Streptococcus,Streptococcus
s026969,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s026969,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024923,EBF,Bifidobacterium,32,Bifidobacterium,Bifidobacterium
s024923,EBF,Blautia,20,Blautia,Blautia
s024923,EBF,Enterococcus,22,Enterococcus,Enterococcus
s024923,EBF,Intestinibacter,1,Intestinibacter,Intestinibacter
s024923,EBF,Lactococcus,0,Lactococcus,Lactococcus
s024923,EBF,Streptococcus,93,Streptococcus,Streptococcus
s024923,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024923,EBF,[Ruminococcus]_gnavugroup,62,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s029957,EBF,Bifidobacterium,60,Bifidobacterium,Bifidobacterium
s029957,EBF,Blautia,0,Blautia,Blautia
s029957,EBF,Enterococcus,1,Enterococcus,Enterococcus
s029957,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s029957,EBF,Lactococcus,0,Lactococcus,Lactococcus
s029957,EBF,Streptococcus,1,Streptococcus,Streptococcus
s029957,EBF,[Clostridium]_innocuum_group,0,[Clostridium]_innocuum_group,[Clostridium]_inn...
s029957,EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s024087,non-EBF,Bifidobacterium,54,Bifidobacterium,Bifidobacterium
s024087,non-EBF,Blautia,1,Blautia,Blautia
s024087,non-EBF,Enterococcus,47,Enterococcus,Enterococcus
s024087,non-EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s024087,non-EBF,Lactococcus,0,Lactococcus,Lactococcus
s024087,non-EBF,Streptococcus,2,Streptococcus,Streptococcus
s024087,non-EBF,[Clostridium]_innocuum_group,11,[Clostridium]_innocuum_group,[Clostridium]_inn...
s024087,non-EBF,[Ruminococcus]_gnavugroup,0,[Ruminococcus]_gnavugroup,[Ruminococcus]_gn...
s028514,EBF,Bifidobacterium,61,Bifidobacterium,Bifidobacterium
s028514,EBF,Blautia,0,Blautia,Blautia
s028514,EBF,Enterococcus,0,Enterococcus,Enterococcus
s028514,EBF,Intestinibacter,0,Intestinibacter,Intestinibacter
s028514,EBF,Lactococcus,0,Lactococcus,Lactococcus
