epsilon,delta_global,n_finite_delta_k,n_infinite_delta_k,min_delta_k,median_delta_k,max_finite_delta_k
1e-4,6.097214497779249e-4,592,0,6.097214497779249e-4,0.0017624222819414052,0.006354887143484049
