taxon_id,d.wass,d.wass^2,d.comp^2,d.comp,location,size,shape,rho,pval,p.ad.gpd,N.exc,gpd.shape,perc.loc,perc.size,perc.shape,decomp.error,p.zero,p.combined,p.adj.nonzero,p.adj.zero,p.adj.combined,n_nonzero_group1,n_nonzero_group2,n_group1,n_group2,zero_prevalence_estimate,zero_prevalence_z,taxon,p_permapprox_unconstrained,p_permapprox_constrained,p_combined_permapprox_unconstrained,p_combined_permapprox_constrained,p_adj_permapprox_unconstrained,p_adj_permapprox_constrained,p_adj_combined_permapprox_unconstrained,p_adj_combined_permapprox_constrained,fisher_statistic_permapprox_constrained,method_used_unconstrained,method_used_constrained,shape_permapprox_unconstrained,shape_permapprox_constrained,scale_permapprox_unconstrained,scale_permapprox_constrained,neglog10_p_combined,significance_class,label_taxon
[Eubacterium]_coprostanoligenegroup,1.260088044089964,1.587821878858471,1.5655306480480553,1.251211671959647,1.1240306453786244,0.23524249268889147,0.20625750998053957,0.7424766028581276,0.20520520520520522,NA,NA,NA,71.8,15.03,13.17,0.014038873696866738,0.14616856259394073,0.13517762526892796,0.4312884312884313,0.3460316992019821,0.26294445249517745,2,11,179,375,1.0128086001803762,1.4534050680646171,[Eubacterium]_coprostanoligenegroup,0.206,0.206,0.13558479258699802,0.13558479258699802,0.43292857142857144,0.43292857142857144,0.2631762902999056,0.2631762902999056,7.005747790237027,empirical,empirical,NA,NA,NA,NA,0.8677890189197112,not_significant,[Eubacterium]_copro...
Clostridia_UCG-014,0.7006872537426164,0.49096262755736975,0.5623302817457188,0.7498868459612549,0.11677754438434997,0.1328799698996293,0.31267276746173955,0.9038113434453457,0.6326326326326326,NA,NA,NA,20.77,23.63,55.6,0.1453627021335948,0.07980235798310058,0.20123891859344933,0.7890901654342514,0.21733578789515326,0.35257167599446104,9,7,179,375,-0.8697517494892252,-1.751660070099974,Clostridia_UCG-014,0.633,0.633,0.2013264519766914,0.2013264519766914,0.7895483870967742,0.7895483870967742,0.3527366837883998,0.3527366837883998,5.970974166280959,empirical,empirical,NA,NA,NA,NA,0.6960991600701757,not_significant,Clostridia_UCG-014
Monoglobus,0.8501444009665764,0.7227455024948191,0.7546847022608769,0.8687259074419715,0.5949887034305285,0.006899772732200397,0.15279622609814802,0.9488903466228351,0.47847847847847846,NA,NA,NA,78.84,0.91,20.25,0.04419148878243884,0.43618759940033214,0.5357131476418747,0.7025759937152343,0.6486892503902375,0.6529003986885348,5,5,179,375,-0.4975763583389936,-0.7785363176497709,Monoglobus,0.479,0.479,0.5360694474100312,0.5360694474100312,0.7033417721518987,0.7033417721518987,0.6533346390309754,0.6533346390309754,3.1314750717832043,empirical,empirical,NA,NA,NA,NA,0.27077894412582904,not_significant,Monoglobus
Epulopiscium,1.6974555391079416,2.8813553072482323,2.8003814923098025,1.6734340418163491,0.05493387169485318,2.3764227066788157,0.36902491393613357,0.854459194057755,0.6006006006006006,NA,NA,NA,1.96,84.86,13.18,0.028102683044584964,0.0024328943869646974,0.01100062603397561,0.7741074407741075,0.02600359169390219,0.04438183606810849,10,2,179,375,-2.1036633732783,-3.031718957753792,Epulopiscium,0.601,0.601,0.011006969430713732,0.011006969430713732,0.7746222222222222,0.7746222222222222,0.04599340797833953,0.04599340797833953,13.055667938266971,empirical,empirical,NA,NA,NA,NA,1.9583322396741831,not_significant,Epulopiscium
[Eubacterium]_hallii_group,0.9432024100047455,0.88963078623876,0.9793066168396001,0.9895992203107277,0.009495441933592466,0.494681886091334,0.4751292888146736,0.8400687857338558,0.6876876876876877,NA,NA,NA,0.97,50.51,48.52,0.10080117728386795,0.7047569743130228,0.8356976610138505,0.8397028607554924,0.8551278949895887,0.8684897251624261,13,28,179,375,0.13191866013450512,0.3789094595370039,[Eubacterium]_hallii_group,0.688,0.688,0.8358570375766201,0.8358570375766201,0.8400842105263158,0.8400842105263158,0.868626584098595,0.868626584098595,1.4477373878676318,empirical,empirical,NA,NA,NA,NA,0.0778679966051743,not_significant,[Eubacterium]_halli...
Anaerostipes,0.5102089428653972,0.26031316537982613,0.2629663819969057,0.512802478540135,0.004897909225676767,0.17075607053774955,0.0873124022334794,0.9181346740748894,6.560205557076498e-4,0.3686300788481664,250,-0.10338519097264287,1.86,64.93,33.2,0.010192402728491423,0.28347459770354216,0.0017833968385870293,0.005073225630805825,0.48272590098919305,0.009936068100699162,147,316,179,375,0.29028641496585567,1.0725482069730234,Anaerostipes,0.0010541695826862588,0.0010541695707511109,0.002724027840070893,0.002724027812613174,0.008152244772773735,0.008152244680475257,0.014486875331286113,0.014486875185260973,16.2312694420464,gpd,gpd,NA,NA,NA,NA,2.564788462543847,not_significant,Anaerostipes
Lachnospiraceae_ND3007_group,0.9846510027850417,0.9695375972855882,1.2072528228597414,1.0987505735423948,0.25639192056312815,0.9508609022966134,0,0,0.6206206206206206,NA,NA,NA,21.24,78.76,0,0.24518412307030069,0.5185033931761156,0.6866579802595912,0.7825216520868695,0.7240055132061447,0.7701229419309317,1,4,179,375,0.6010492021198179,0.6457965877678737,Lachnospiraceae_ND3007_group,0.621,0.621,0.6868809580312789,0.6868809580312789,0.783,0.783,0.7701988490124442,0.7701988490124442,2.266465808332792,empirical,empirical,NA,NA,NA,NA,0.16311852312941663,not_significant,Lachnospiraceae_ND3...
[Eubacterium]_eligengroup,0.3486710520079123,0.1215715025083043,0.13032451178447574,0.3610048639346508,0.0038549963399438854,2.237509508330892e-6,0.12646727793502352,0.9386590243802629,0.964964964964965,NA,NA,NA,2.96,0,97.04,0.07199885742609413,0.33574771452865676,0.6891346595858558,0.9905835038578402,0.5335169162373176,0.7701229419309317,8,22,179,375,0.4025115495360661,0.9626265019124655,[Eubacterium]_eligengroup,0.965,0.965,0.6891479168886371,0.6891479168886371,0.9906194690265486,0.9906194690265486,0.7701988490124442,0.7701988490124442,2.2540448566158675,empirical,empirical,NA,NA,NA,NA,0.16168755226664847,not_significant,[Eubacterium]_elige...
Lachnospira,0.8645167941844286,0.7473892874269217,0.8433517199192323,0.9183418317376337,0.267577124965368,0.5757745949538643,0,0,0.43243243243243246,NA,NA,NA,31.73,68.27,0,0.12839685302780524,0.2900319258095443,0.3858012156451805,0.6778670562454346,0.48272590098919305,0.5373659789343586,1,6,179,375,0.9414520965440695,1.058335094459729,Lachnospira,0.433,0.433,0.38614285904620294,0.38614285904620294,0.6787567567567567,0.6787567567567567,0.5378418393857827,0.5378418393857827,4.14956364808437,empirical,empirical,NA,NA,NA,NA,0.4132519921748403,not_significant,Lachnospira
Hungatella,1.0027828699639223,1.0055734842930808,0.9943884565287092,0.9971902810039361,0.3042945229691066,0.56679466012816615,0.12329927343143658,0.967551468303783,0.17617617617617617,NA,NA,NA,30.6,57,12.4,0.011123033710693675,0.6630546735177515,0.3676347294771765,0.42575909242575904,0.8360254579136867,0.51996528356703,11,25,179,375,0.16093646718634794,0.43570316528985586,Hungatella,0.177,0.177,0.368806324206825,0.368806324206825,0.42774999999999996,0.42774999999999996,0.521691984339488,0.521691984339488,4.285006749553715,empirical,empirical,NA,NA,NA,NA,0.43320164037172276,not_significant,Hungatella
Prevotella,0.4124332432402743,0.17010118012969128,0.16935743996559197,0.4115306063533938,0.006143070314246338,0.04636492287346173,0.1168494467778839,0.9778787252295096,0.987987987987988,NA,NA,NA,3.63,27.38,69,0.004372339824640026,0.5449232820838311,0.8717384105862613,0.9965791878835357,0.7306143878129197,0.8946788950753736,20,32,179,375,-0.18444243172296043,-0.6053830037271943,Prevotella,0.988,0.988,0.8717424635647503,0.8717424635647503,0.9965913043478261,0.9965913043478261,0.8946830547111911,0.8946830547111911,1.2383656845607984,empirical,empirical,NA,NA,NA,NA,0.059611798521977524,not_significant,Prevotella
Bacteroides,0.8287140467593422,0.6867669712962453,0.6854093627673942,0.8278945360173566,0.36737574072573725,0.11327137104500083,0.20476225099665604,0.9740971319983053,2.8339895338396924e-4,0.851314972675798,250,-0.08459984263909376,53.6,16.53,29.87,0.001976811037212145,0.006974117610533807,2.793565613425038e-5,0.002528790660964649,0.06636657090098236,2.5142090520825344e-4,155,347,179,375,0.8751101963713733,2.698132208947626,Bacteroides,2.827953875079954e-4,2.827953805209186e-4,2.788036532457617e-5,2.7880364684459657e-5,0.0025234049962251895,0.0025234049338789663,2.5092328792118555e-4,2.509232821601369e-4,26.272672851189462,gpd,gpd,NA,NA,NA,NA,4.554701549820347,combined_bh_significant,Bacteroides
Bifidobacterium,0.40165030238756405,0.16132296540802163,0.16246113157590752,0.4030646741850587,0.12697336896150163,0.0030818579479879767,0.03240590466641789,0.9880605161741836,0.11211211211211211,NA,NA,NA,78.16,1.9,19.95,0.007055202370023439,NA,0.11211211211211211,0.3207016540349874,NA,0.23705747689181197,179,375,179,375,NA,NA,Bifidobacterium,0.113,0.113,0.113,0.113,0.3231428571428572,0.3231428571428572,0.23735056390954787,0.23735056390954787,NA,empirical,empirical,NA,NA,NA,NA,0.9469215565165803,not_significant,Bifidobacterium
Scardovia,1.3581290702675155,1.844514571505706,1.6941997801116253,1.30161429775169,1.2372633574375196,0.24610340320996033,0.21083301946414557,0.8787596378559537,0.3083083083083083,NA,NA,NA,73.03,14.53,12.44,0.08149287282202189,0.015411797379988863,0.030169130461246543,0.5537845537845538,0.0893884248039354,0.10324702317871023,2,23,179,375,1.5928711130913902,2.4226306753860447,Scardovia,0.309,0.309,0.03022614293994306,0.03022614293994306,0.5550153846153847,0.5550153846153847,0.10401349188156876,0.10401349188156876,10.694072002576565,empirical,empirical,NA,NA,NA,NA,1.5196172681966977,not_significant,Scardovia
[Ruminococcus]_torquegroup,2.2601780126981206,5.108404649084026,5.176373365341881,2.2751644699541793,3.6588858335981276,1.1846708959018977,0.33281663584185567,0.9127172157145527,7.825994760754705e-7,0.6096014799500594,250,-0.06270875127161415,70.68,22.89,6.43,0.013305272570770743,0.2954615428468337,3.7643605811904964e-6,1.2968791317822084e-5,0.48272590098919305,4.8936687555476454e-5,25,34,179,375,-0.3114145728706552,-1.0462131198563651,[Ruminococcus]_torquegroup,1.0963265198136196e-6,1.0963265198344653e-6,5.16421656244109e-6,5.1642165625331236e-6,1.816769661405427e-5,1.816769661439971e-5,6.042133378056075e-5,6.042133378163754e-5,29.885524175012517,gpd,gpd,NA,NA,NA,NA,5.2869955537911615,combined_bh_significant,[Ruminococcus]_torq...
Sellimonas,1.426474017211532,2.034828121779606,2.067491864824638,1.4378775555744092,1.582272021265288,0.0057663648507930996,0.47945347870855703,0.9182379845944262,0.08608608608608609,NA,NA,NA,76.53,0.28,23.19,0.0160523351802635,0.18711306301736,0.08260820254143947,0.2768922768922769,0.38027900067805803,0.2013574936947587,13,15,179,375,-0.5111090317139196,-1.31912872363907,Sellimonas,0.087,0.087,0.0833132845169319,0.0833132845169319,0.2795897435897436,0.2795897435897436,0.2030761310100215,0.2030761310100215,8.235778780190111,empirical,empirical,NA,NA,NA,NA,1.0792857437024368,not_significant,Sellimonas
uncultured18,3.103750988902443,9.633270201112891,11.096166928558695,3.3310909517091685,6.008918985268622,3.427636183725469,1.6596117595646045,0.7751199843507942,0.01001001001001001,NA,NA,NA,54.15,30.89,14.96,0.15185878698562827,0.009030597406009738,9.3210467670644e-4,0.058058058058058054,0.06983661993980864,0.00605868039859186,10,4,179,375,-1.4796982973104875,-2.6105207227635785,uncultured18,0.011,0.011,0.0010149214290180167,0.0010149214290180167,0.0638,0.0638,0.006985047482065174,0.006985047482065174,18.433993524012436,empirical,empirical,NA,NA,NA,NA,2.993567577715997,combined_bh_significant,uncultured18
Lachnoclostridium,0.5984218554536362,0.3581087170845727,0.3596885106410135,0.5997403693607872,0.1037669517606803,0.07793404314104481,0.1779875157392884,0.9622057845043265,0.1881881881881882,NA,NA,NA,28.85,21.67,49.48,0.0044114914858877086,0.045075037236218835,0.048942332216457995,0.4312884312884313,0.17904208475390804,0.13966470412989232,41,54,179,375,-0.4778607904900544,-2.0039467982565036,Lachnoclostridium,0.189,0.189,0.04911678984583657,0.04911678984583657,0.43292857142857144,0.43292857142857144,0.14016254663324093,0.14016254663324093,9.530869895441775,empirical,empirical,NA,NA,NA,NA,1.3087700253725372,not_significant,Lachnoclostridium
[Ruminococcus]_gnavugroup,1.2626507207908417,1.594286842713632,1.6019699115457924,1.2656895004485864,0.7328737197355059,0.40075612580631165,0.468340066003975,0.8740716845233072,1.7360187361722032e-10,0.8407925029482567,250,0.025749718676929816,45.75,25.02,29.24,0.004819125784844891,0.5479607908596897,2.290259874415633e-9,6.712605779865852e-9,0.7306143878129197,6.699010132665727e-8,174,366,179,375,0.3480411330158011,0.600884827014938,[Ruminococcus]_gnavugroup,3.4620009243030217e-12,3.4620009243030217e-12,5.309954812739242e-11,5.309954812739242e-11,2.0079605360957525e-10,2.0079605360957525e-10,3.1063235654524564e-9,3.1063235654524564e-9,53.981451872618635,gpd,gpd,NA,NA,NA,NA,10.274909174711658,combined_bh_significant,[Ruminococcus]_gnav...
Dorea,1.2206811095145325,1.49006237112563,1.5233019805437422,1.2342212040569316,0.5433609540101951,0.7068176948924633,0.27312333164108404,0.9487440609029527,0.2082082082082082,NA,NA,NA,35.67,46.4,17.93,0.022307528907667296,0.009956328379409856,0.014881500096701677,0.4312884312884313,0.07218338075072146,0.05441048472856551,15,10,179,375,-1.0648821189572135,-2.5771756645423403,Dorea,0.209,0.209,0.014930194414636947,0.014930194414636947,0.43292857142857144,0.43292857142857144,0.05458852332851634,0.05458852332851634,12.349935877943137,empirical,empirical,NA,NA,NA,NA,1.8259345370402593,not_significant,Dorea
Coprococcus,2.023376319937343,4.0940517320831855,4.567190133867912,2.137098531623639,3.5778600805867105,0.16042259408299192,0.8289074591982104,0.7838588231574911,0.26226226226226224,NA,NA,NA,78.34,3.51,18.15,0.11556727485316332,0.8789577558593629,0.5687853745490244,0.5245245245245245,0.9388606222183719,0.6722008971943016,2,4,179,375,0.12338827465782405,0.15227049300349982,Coprococcus,0.263,0.263,0.5697360033057376,0.5697360033057376,0.526,0.526,0.6733243675431445,0.6733243675431445,2.9292393771486993,empirical,empirical,NA,NA,NA,NA,0.24432633532134712,not_significant,Coprococcus
Tyzzerella,1.631912570031991,2.663138636228418,2.696915959348053,1.642228960695814,1.7930562970184274,0.8388096785697302,0.06504998375989561,0.9855022019301903,7.603292550769844e-5,0.8607629754714659,250,-0.07904036020376501,66.49,31.1,2.41,0.012683276289165102,0.07035821338787575,7.02849408729743e-5,8.018017598993653e-4,0.20927058341009197,5.873812915812853e-4,33,42,179,375,-0.47350627992030353,-1.809587935276162,Tyzzerella,5.4485431614583617e-5,5.448543580029184e-5,5.1643856270216204e-5,5.1643859943128466e-5,5.745736424810636e-4,5.745736866212594e-4,4.3159508454394975e-4,4.315951152390022e-4,24.94346575381235,gpd,gpd,NA,NA,NA,NA,4.286981305341461,combined_bh_significant,Tyzzerella
22_Lachnospiraceae(F),0.7240877510342146,0.5243030711977867,0.545785164631405,0.7387727422092704,0.11227819635292809,9.637307473921198e-4,0.4325432375310848,0.9319902680425164,0.5505505505505506,NA,NA,NA,20.57,0.18,79.25,0.04097266373920294,0.15282686199207496,0.292406796509395,0.7513395748689867,0.347606195903543,0.43750595442249485,19,22,179,375,-0.48295242241155195,-1.429597032835098,22_Lachnospiraceae(F),0.551,0.551,0.292576790806562,0.292576790806562,0.7519529411764707,0.7519529411764707,0.43908823753625253,0.43908823753625253,4.948940178304419,empirical,empirical,NA,NA,NA,NA,0.5337601280549369,not_significant,22_Lachnospiraceae(F)
Roseburia,0.931855430395936,0.8683545431583951,0.8875703490416122,0.9421095207254899,0.47270512287397903,0.3354448590012374,0.07942036716639575,0.9386255955916664,0.009008741214457135,0.40593060512097245,250,-0.014576988752520021,53.26,37.79,8.95,0.02212898640839156,0.05641888666415006,0.004363190717042352,0.05500073583563304,0.19990780082619908,0.020419732555758206,23,26,179,375,-0.5808411494493412,-1.9077586931594892,Roseburia,0.00886102620717711,0.008861026206478778,0.004299913334060803,0.004299913333761329,0.05409889684381815,0.05409889683955465,0.02029805217715437,0.02029805217715437,15.202088006032215,gpd,gpd,NA,NA,NA,NA,2.3665402976875134,not_significant,Roseburia
Agathobacter,0.30756980549071283,0.09459918524959493,0.09710544765359053,0.31161747007122453,0.002147890130424634,0.03354254515374591,0.061415012369419986,0.9433777755425262,0.2822822822822823,NA,NA,NA,2.21,34.54,63.25,0.026493488261901676,0.07819921097240415,0.10625095459283342,0.5367990941761434,0.21733578789515326,0.23705747689181197,45,112,179,375,0.38189457017365175,1.7612338748913459,Agathobacter,0.283,0.283,0.10646490704735259,0.10646490704735259,0.5381639344262295,0.5381639344262295,0.23735056390954787,0.23735056390954787,7.621608205375257,empirical,empirical,NA,NA,NA,NA,0.9727935207438122,not_significant,Agathobacter
Proteus,2.1139522815782983,4.468794248790093,4.428079556497127,2.104300253408987,0.059250063935542815,3.288401048088536,1.0804284444730483,0.7784705221445587,0.5585585585585585,NA,NA,NA,1.34,74.26,24.4,0.009110889879074158,0.11842383661007741,0.245793075222274,0.7534045673580556,0.305270334372644,0.3939423260411789,3,15,179,375,0.928755016082326,1.5615695659295346,Proteus,0.559,0.559,0.2459350331981727,0.2459350331981727,0.754,0.754,0.39416984772857816,0.39416984772857816,5.43018211980344,empirical,empirical,NA,NA,NA,NA,0.6091796020423432,not_significant,Proteus
Morganella,2.2105329709359314,4.8864560155948356,5.448406713806656,2.3341822366316336,3.76810834494907,0.15595403402637362,1.524344334831212,0.8681979452193735,0.5875875875875876,NA,NA,NA,69.16,2.86,27.98,0.11500168965368518,0.45829346532576903,0.6225862232993397,0.7741074407741075,0.6729372402251799,0.7284258812602273,3,3,179,375,-0.5589262181460409,-0.7415076932245352,Morganella,0.588,0.588,0.6228341281146508,0.6228341281146508,0.7746222222222222,0.7746222222222222,0.7287159298941414,0.7287159298941414,2.6225477543205082,empirical,empirical,NA,NA,NA,NA,0.20562759834253655,not_significant,Morganella
24_Enterobacteriaceae(F),0.4284967274720159,0.18360944545422705,0.1825789610079803,0.4272925941412749,0.05121586845027633,0.04856500896933989,0.08279808358836407,0.9892934749781395,0.17017017017017017,NA,NA,NA,28.05,26.6,45.35,0.005612371649494796,0.6898254857484941,0.36886426099199565,0.41999446254765405,0.851274003689631,0.51996528356703,134,281,179,375,0.08789795757436202,0.39909188390857064,24_Enterobacteriaceae(F),0.171,0.171,0.37008918547160263,0.37008918547160263,0.4220425531914894,0.4220425531914894,0.521691984339488,0.521691984339488,4.274816710129692,empirical,empirical,NA,NA,NA,NA,0.4316936054172596,not_significant,24_Enterobacteriace...
Escherichia-Shigella,0.43478178798202155,0.18903520316084355,0.188348409624769,0.43399125523997484,0.04577980779940897,0.10360835084795461,0.038960250977405436,0.9930542042775735,0.02702702702702703,NA,NA,NA,24.31,55.01,20.69,0.0036331515219953925,0.18077916712965594,0.030885861634656907,0.11611611611611614,0.38027900067805803,0.10324702317871023,172,366,179,375,0.7200988810442814,1.338538469831461,Escherichia-Shigella,0.028,0.028,0.03181873065491807,0.03181873065491807,0.1202962962962963,0.1202962962962963,0.1063654710464404,0.1063654710464404,10.572059665045627,empirical,empirical,NA,NA,NA,NA,1.497317149659911,not_significant,Escherichia-Shigella
[Ruminococcus]_gauvreauii_group,1.6020779164090342,2.566653650245512,2.759689186050215,1.6612312259436417,0.8877701716067175,0.4404589264893143,1.4314600879541834,0.8516458906184591,0.46546546546546547,NA,NA,NA,32.17,15.96,51.87,0.07520903172355897,0.9400338733688498,0.7992159381437103,0.7011627011627012,0.9823777415386178,0.850075134207401,4,7,179,375,-0.04540783172550628,-0.07522647273446534,[Ruminococcus]_gauvreauii_group,0.466,0.466,0.7996309784349434,0.7996309784349434,0.7019487179487179,0.7019487179487179,0.8505165861535308,0.8505165861535308,1.6508180274501305,empirical,empirical,NA,NA,NA,NA,0.0971103892628439,not_significant,[Ruminococcus]_gauv...
Lachnoanaerobaculum,1.0085471005973687,1.017167254123359,1.023627294223268,1.0117446783765498,0.9065333966468647,0.01889164245187391,0.09820225512452939,0.9172546908325939,0.2002002002002002,NA,NA,NA,88.56,1.85,9.59,0.006351010685530456,0.8433121546380791,0.4691576834364594,0.4312884312884313,0.9372561509256367,0.6167578535063568,3,6,179,375,0.13388093508714075,0.19765601255020288,Lachnoanaerobaculum,0.201,0.201,0.470356142004304,0.470356142004304,0.43292857142857144,0.43292857142857144,0.6175187559570086,0.6175187559570086,3.5497369404889145,empirical,empirical,NA,NA,NA,NA,0.3275731804980643,not_significant,Lachnoanaerobaculum
Fusicatenibacter,0.3720033224766987,0.13838647193370268,0.14232682076386824,0.37726227052790245,0.0014232675236236633,0.020218906882602253,0.12068464635764231,0.9305330276813785,0.34434434434434436,NA,NA,NA,1,14.21,84.79,0.028473511717628464,0.001459507866469825,0.004320003864637317,0.6052112718779386,0.018811434723388858,0.020419732555758206,85,214,179,375,0.6861230174803701,3.182616265493408,Fusicatenibacter,0.345,0.345,0.004327271608346644,0.004327271608346644,0.6063636363636363,0.6063636363636363,0.02029805217715437,0.02029805217715437,15.187733679593082,empirical,empirical,NA,NA,NA,NA,2.3637858447355966,not_significant,Fusicatenibacter
Lachnospiraceae_NK4A136_group,2.3878525989409134,5.701840034268875,8.90867584283307,2.984740498407369,3.2763674599477652,4.972648328070143,0.6596600548151607,0.8334624869727951,0.08408408408408409,NA,NA,NA,36.78,55.82,7.4,0.5624212165354785,0.1090940360406057,0.05220838421039926,0.2768922768922769,0.28761154956159685,0.14343893276593866,2,12,179,375,1.1100440157045768,1.602499774757821,Lachnospiraceae_NK4A136_group,0.085,0.085,0.05267661947024542,0.05267661947024542,0.2795897435897436,0.2795897435897436,0.1435491052816774,0.1435491052816774,9.36129815040296,empirical,empirical,NA,NA,NA,NA,1.2783821037278418,not_significant,Lachnospiraceae_NK4...
Blautia,0.9198801086625638,0.8461794143130501,0.8492661749100172,0.9215563872655961,0.17989359027520424,0.36930356940594583,0.30006901522886714,0.8425850563953056,7.611096715616735e-10,0.09936351153339824,250,-0.03134575991259723,21.18,43.49,35.33,0.0036478795687473475,0.5960893742207793,1.0214185176558503e-8,2.2072180475288532e-8,0.7786476604941673,1.9917661094289082e-7,177,372,179,375,0.4494011819101936,0.5301024162384279,Blautia,1.8220547777305116e-10,1.8220547670488838e-10,2.600494401039378e-9,2.6004943864309405e-9,7.045278473891311e-9,7.045278432589017e-9,1.0141928164053574e-7,1.0141928107080668e-7,45.88650147842769,gpd,gpd,NA,NA,NA,NA,8.5849440793799,combined_bh_significant,Blautia
