taxon_id,d.wass,d.wass^2,d.comp^2,d.comp,location,size,shape,rho,pval,p.ad.gpd,N.exc,gpd.shape,perc.loc,perc.size,perc.shape,decomp.error,p.adj,n_group1,n_group2,taxon
Bifidobacterium,0.40165030238756405,0.16132296540802163,0.16246113157590752,0.4030646741850587,0.12697336896150163,0.0030818579479879767,0.03240590466641789,0.9880605161741836,0.11211211211211211,NA,NA,NA,78.16,1.9,19.95,0.007055202370023439,0.21319680336073776,179,375,Bifidobacterium
Scardovia,0.7047421122735522,0.4966614448117881,0.4983651277854949,0.7059498054291784,0.08249904536002908,0.29549420969808204,0.1203718727273838,0.7976245649974287,9.67497423395605e-4,0.4662251789724012,250,-0.039199467589538795,16.55,59.29,24.15,0.0034302702404298557,0.0053442714816138185,179,375,Scardovia
[Ruminococcus]_torquegroup,1.132138667675173,1.2817379628453158,1.2929113601027957,1.1370626016639522,0.10961349619186649,1.0007153639018445,0.18258250000908471,0.9550920410670849,2.964176030392993e-4,0.41848953239141595,250,0.005576047341001002,8.48,77.4,14.12,0.008717380292518007,0.00214902762203492,179,375,[Ruminococcus]_torquegroup
Sellimonas,0.8470463105896245,0.7174874522834946,0.7236729923368164,0.8506897156641876,0.017007596087827127,0.3658430692026946,0.34082232704629467,0.8729868400655455,0.03003003003003003,NA,NA,NA,2.35,50.55,47.1,0.008621112513724771,0.09676343009676343,179,375,Sellimonas
uncultured18,1.3282650531842526,1.7642880515105654,1.777372659262444,1.3331814052342779,0.047578428628830625,1.0520697493272588,0.6777244813063545,0.5986625273164613,4.1677066337659374e-4,0.3352560909838509,250,-0.15370610543161428,2.68,59.19,38.13,0.007416367038633798,0.002843846879510875,179,375,uncultured18
Lachnoclostridium,0.789418514301035,0.6231815907212535,0.6283739954221111,0.792700444948854,0.05109330186941404,0.04299152206978368,0.5342891714829134,0.9156585330247485,0.03203203203203203,NA,NA,NA,8.13,6.84,85.03,0.00833208935913543,0.10042474907339773,179,375,Lachnoclostridium
[Ruminococcus]_gnavugroup,1.2596329122352585,1.5866750735862785,1.592784424343507,1.2620556344090015,0.6490052414292771,0.42945709828154144,0.5143220846326884,0.8997615039891266,NA,0.104471801171178,170,-0.2015296176764442,40.75,26.96,32.29,0.003850410748194255,NA,179,375,[Ruminococcus]_gnavugroup
Dorea,0.9115509250575771,0.8309250889733245,0.8338423686540506,0.9131496967387388,0.03005799848710099,0.33224711099623405,0.4715372591707156,0.8407655530961754,0.025025025025025027,NA,NA,NA,3.6,39.85,56.55,0.003510881690105938,0.08294008294008295,179,375,Dorea
Coprococcus,0.2517074648658366,0.06335664786918638,0.06282798196064796,0.25065510559461573,0.0075920712638106215,0.038129657858953434,0.017106252837883897,0.9575770317438297,0.3973973973973974,NA,NA,NA,12.08,60.69,27.23,0.008344284717050843,0.5010662836749793,179,375,Coprococcus
Tyzzerella,1.0354928190365034,1.0722453782761647,1.0793198833909798,1.0389032117531354,0.14348597108270286,0.7929347522088482,0.14289916009942863,0.9614714703466924,2.1113722653559595e-5,0.05427270130418608,250,-0.03119916636287505,13.29,73.47,13.24,0.006597841555809447,2.1734507577200914e-4,179,375,Tyzzerella
22_Lachnospiraceae(F),0.6152471798235863,0.3785290922808764,0.3829067678040299,0.6187946087386589,0.013980753098891437,0.16865616865677946,0.20026984604835896,0.9217235291155671,0.04704704704704705,NA,NA,NA,3.65,44.05,52.3,0.011564964523004706,0.12961799008310634,179,375,22_Lachnospiraceae(F)
Roseburia,0.6885350829074162,0.47408056039432245,0.47762190335618726,0.6911019485981698,0.027531575759552125,0.2927725627624605,0.15731776483417464,0.9228410539059463,0.0024749332925529076,0.35296320531966524,250,0.0534616104451902,5.76,61.3,32.94,0.007469918106153273,0.011962177580672386,179,375,Roseburia
Agathobacter,0.5154677075282565,0.26570695750443624,0.26677616457144027,0.5165037895034655,0.06198519228709104,6.654403155200573e-4,0.20412553196882918,0.9552604059209071,0.17317317317317318,NA,NA,NA,23.23,0.25,76.52,0.004024008543269675,0.28863148863148863,179,375,Agathobacter
Proteus,0.5317836165143397,0.2827938147930703,0.28417821554706124,0.533083685313161,0.03980574819757742,0.13477452432859183,0.10959794302089196,0.9138181575257109,0.24624624624624625,NA,NA,NA,14.01,47.43,38.57,0.004895442126285454,0.3469822763940411,179,375,Proteus
Morganella,0.2043141964912628,0.04174429088787035,0.05113270193430493,0.22612541196049799,0.00859336283035274,9.181660685670744e-6,0.04253015744326652,0.9300966071001391,0.7027027027027027,NA,NA,NA,16.81,0.02,83.18,0.22490287526150232,0.741031941031941,179,375,Morganella
24_Enterobacteriaceae(F),0.3749039429420221,0.14055296643347498,0.14006883787664332,0.3742577158545209,0.01881018755654133,6.487016023549556e-5,0.12119378015986648,0.9924921926765299,0.7447447447447447,NA,NA,NA,13.43,0.05,86.52,0.003444456343515201,0.7713427713427714,179,375,24_Enterobacteriaceae(F)
Escherichia-Shigella,0.607946687972485,0.369599175416714,0.36898024848995403,0.60743744409606,0.09468908896277049,0.018370085094264813,0.2559210744329187,0.9679415050964152,0.11211211211211211,NA,NA,NA,25.66,4.98,69.36,0.001674589576835861,0.21319680336073776,179,375,Escherichia-Shigella
[Ruminococcus]_gauvreauii_group,0.3362797842831014,0.11308409331748921,0.1139740309357547,0.3376004012671707,0.003970561416565871,0.02665246220893827,0.08335100731025057,0.9348932915971915,0.5625625625625625,NA,NA,NA,3.48,23.38,73.13,0.00786969760430356,0.6261588691495232,179,375,[Ruminococcus]_gauvreauii_group
Lachnoanaerobaculum,0.16098459834389608,0.02591604090394555,0.025924355862249577,0.16101042159515508,0.013099523988728939,0.004849545664234833,0.007975286209285806,0.9552516517260233,0.24724724724724725,NA,NA,NA,50.53,18.71,30.76,3.208421508069659e-4,0.3469822763940411,179,375,Lachnoanaerobaculum
Fusicatenibacter,0.7702366525557065,0.5932645009402201,0.598126975292764,0.773386691954784,0.15562246820169812,0.0037084161750688543,0.43879609091599703,0.9343735194731264,0.02002002002002002,NA,NA,NA,26.02,0.62,73.36,0.008196132323504468,0.07257257257257257,179,375,Fusicatenibacter
Lachnospiraceae_NK4A136_group,0.35478956269962925,0.12587563380059416,0.12758471760569665,0.3571900301040003,0.01771821179773306,0.00543007816058105,0.10443642764738253,0.7931667705210713,0.07707707707707707,NA,NA,NA,13.89,4.26,81.86,0.01357755868629762,0.1753125674694302,179,375,Lachnospiraceae_NK4A136_group
Blautia,0.9330298013645135,0.8705446102343035,0.874273968400723,0.9350261859438607,0.15841828942021566,0.3756563546277978,0.3401993243527096,0.8637483793582102,7.289317270685391e-7,0.15021900955712106,250,-0.08588500288661013,18.12,42.97,38.91,0.004283936885687956,1.0569510042493817e-5,179,375,Blautia
